player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Samari Collier,144801,QB,COAST CAR,6,1.5,2,50.0,,0,0,0,50.0,1,0,141,1,24.5,57.2,64.9,,47.3,0.0,0,0,7,0.0,0,103,1,1,3.9,4,0.0,0,58.3,2,0,0.0,0,7,13,13.0,7.0,1.75
Tyvonn Byars,199110,HB,RICE,7,-1.0,1,100.0,,0,0,0,0.0,0,1,275,0,70.7,80.0,79.5,57.6,78.6,0.0,0,0,43,68.0,17,25,0,2,32.0,8,0.0,0,118.8,2,0,0.0,0,53,55,27.5,26.5,6.63
Jay Coyne,158379,FB,MICH STATE,9,2.0,0,100.0,,0,0,0,0.0,0,1,223,0,70.7,62.9,61.4,89.4,71.1,0.0,0,0,6,37.5,6,16,0,2,62.5,10,0.0,0,129.2,2,1,0.0,0,11,7,3.5,5.5,1.1
Joseph Dodds,191286,HB,BAYLOR,5,1.5,0,100.0,,0,0,0,0.0,0,0,118,0,70.7,78.4,69.6,30.2,55.9,0.0,0,0,6,38.1,16,42,0,2,59.5,25,7.1,3,89.6,2,0,0.0,0,11,8,4.0,5.5,0.44
Donovan Green,158648,TE,LSU,9,14.5,0,100.0,,0,0,0,0.0,0,2,211,0,70.7,62.9,62.3,72.6,63.3,48.6,18,0,25,43.2,16,37,1,2,51.4,19,45.9,17,118.8,2,0,5.4,2,40,11,5.5,20.0,2.11
Sir Autry,199143,HB,S JOSE ST,3,-6.0,1,100.0,,0,0,0,0.0,0,1,285,0,70.7,62.9,64.8,,69.3,0.0,0,0,6,0.0,0,4,0,2,100.0,4,50.0,2,83.3,2,0,0.0,0,8,20,10.0,4.0,2.0
Jake Norris,175255,TE,NAVY,11,10.0,0,50.0,0.0,0,1,0,0.0,0,1,237,0,66.7,61.0,69.3,79.7,54.1,68.6,48,1,23,32.9,23,70,2,1,67.1,47,8.6,6,52.1,2,0,8.6,6,23,17,17.0,23.0,0.49
Davin Stoffel,177226,TE,ILLINOIS,12,15.0,0,50.0,,0,0,0,0.0,0,1,187,0,66.7,61.0,62.2,73.7,52.6,50.0,23,0,24,17.4,8,46,1,1,76.1,35,37.0,17,93.8,2,0,10.9,5,24,17,17.0,24.0,0.69
Breyahn Townsend,204775,HB,COAST CAR,4,0.0,0,50.0,0.0,0,1,0,0.0,0,0,141,0,66.7,25.4,62.8,,70.2,0.0,0,0,9,0.0,0,9,0,1,88.9,8,22.2,2,62.5,2,0,22.2,2,9,10,10.0,9.0,1.13
Kenny Williams,198403,WR,FIU,2,15.5,1,50.0,,0,0,0,0.0,0,0,166,0,66.7,61.0,55.4,,55.6,0.0,0,0,8,0.0,0,9,0,1,88.9,8,44.4,4,60.4,2,0,55.6,5,8,12,12.0,8.0,1.0
Malik Leverett,175194,WR,E CAROLINA,2,8.5,0,50.0,,0,0,0,0.0,0,0,156,0,66.7,61.0,50.2,,49.5,0.0,0,0,8,0.0,0,9,0,1,100.0,9,0.0,0,60.4,2,0,88.9,8,8,3,3.0,8.0,0.89
Dramekco Green,199159,HB,SMU,5,-1.0,0,100.0,,0,0,0,0.0,0,1,287,0,70.7,78.2,62.0,81.2,73.0,0.0,0,0,11,29.6,8,27,0,2,70.4,19,7.4,2,85.4,2,0,0.0,0,9,11,5.5,4.5,0.47
Michael Smith,190237,TE,S CAROLINA,4,5.0,0,100.0,,0,0,0,0.0,0,1,289,0,70.7,62.9,54.8,75.4,57.8,60.0,21,0,13,20.0,7,35,0,2,74.3,26,22.9,8,108.3,2,0,5.7,2,20,10,5.0,10.0,0.77
Liam Thorpe,200323,WR,STANFORD,4,22.0,0,0.0,0.0,0,1,0,,0,0,300,0,,80.6,54.1,,53.9,0.0,0,0,0,0.0,0,12,0,0,100.0,12,50.0,6,39.6,2,0,50.0,6,0,0,,,0.0
Jordan Brunson,123342,HB,MIAMI OH,10,-3.0,0,50.0,,0,0,0,50.0,1,0,221,0,24.5,71.4,75.3,71.2,39.2,0.0,0,0,5,73.4,91,124,0,1,26.6,33,0.0,0,56.3,2,0,0.0,0,5,7,7.0,5.0,0.15
Dillon Lorick,190418,WR,E CAROLINA,5,7.0,2,100.0,100.0,1,1,0,0.0,0,2,156,0,70.7,62.9,64.5,,64.1,0.0,0,0,12,0.0,0,21,0,2,95.2,20,4.8,1,154.2,2,1,95.2,20,23,12,6.0,11.5,1.15
MJ Flowers,134081,HB,UCONN,5,0.5,0,50.0,,0,0,0,50.0,1,0,146,0,24.5,75.5,57.5,16.9,38.1,0.0,0,0,2,13.6,3,22,0,1,86.4,19,9.1,2,56.3,2,0,0.0,0,2,0,0.0,2.0,0.11
J'Marion Burnette,190802,HB,HOUSTON,4,0.0,1,50.0,0.0,0,1,0,0.0,0,1,182,0,66.7,78.9,72.8,46.8,69.0,4.5,1,0,39,36.4,8,22,0,1,59.1,13,0.0,0,135.4,2,1,4.5,1,39,39,39.0,39.0,3.0
Riley Williams,170100,TE,OREGON ST,2,2.0,1,50.0,0.0,0,1,0,50.0,1,0,265,0,24.5,63.6,50.5,49.8,50.1,76.9,20,0,15,38.5,10,26,1,1,53.8,14,19.2,5,75.0,2,0,0.0,0,15,11,11.0,15.0,1.07
Shane King,199208,TE,SO MISS,3,8.5,0,100.0,,0,0,0,0.0,0,1,296,0,73.1,64.1,56.3,74.5,67.3,61.5,16,0,22,15.4,4,26,0,2,73.1,19,34.6,9,116.7,2,0,3.8,1,24,7,3.5,12.0,1.26
Bryson Barnes,131845,QB,UTAH ST,13,3.0,0,100.0,,0,0,0,0.0,0,1,329,5,70.7,53.4,76.6,62.2,66.0,0.0,0,0,5,0.2,1,490,2,2,1.0,5,0.2,1,120.8,2,1,0.4,2,7,1,0.5,3.5,1.4
Caleb Williams,170126,HB,PITTSBURGH,3,0.0,0,100.0,,0,0,0,0.0,0,0,268,0,70.7,71.5,62.3,76.0,60.9,0.0,0,0,0,18.2,2,11,0,2,81.8,9,9.1,1,79.2,2,0,9.1,1,-1,-1,-0.5,-0.5,-0.11
Tyseer Denmark,191333,WR,PENN STATE,5,3.0,0,100.0,100.0,1,1,0,0.0,0,0,266,0,70.7,67.7,57.8,,55.0,6.7,1,0,11,0.0,0,15,0,2,100.0,15,66.7,10,102.1,2,0,26.7,4,17,11,5.5,8.5,1.13
Chase Loftin,198440,WR,FLORIDA ST,2,13.0,0,50.0,,0,0,0,0.0,0,0,167,0,66.7,61.0,56.7,,56.7,0.0,0,0,6,0.0,0,7,0,1,100.0,7,42.9,3,56.3,2,0,57.1,4,6,1,1.0,6.0,0.86
Cole Cabana,174036,HB,W MICHIGAN,2,0.0,0,100.0,,0,0,0,0.0,0,0,347,0,73.1,72.2,61.4,72.7,65.9,0.0,0,0,2,25.0,1,4,0,2,50.0,2,25.0,1,79.2,2,0,0.0,0,2,2,1.0,1.0,1.0
Davion Kerr,199228,CB,SYRACUSE,2,-4.5,0,100.0,,0,0,0,0.0,0,0,304,0,70.7,72.0,55.6,,69.2,0.0,0,0,9,0.0,0,2,0,2,100.0,2,50.0,1,93.8,2,0,0.0,0,13,22,11.0,6.5,6.5
Ashton Nickelberry,173764,WR,UTEP,4,1.5,0,100.0,,0,0,0,0.0,0,1,330,0,70.7,62.9,65.8,,65.7,0.0,0,0,11,0.0,0,8,0,2,100.0,8,0.0,0,93.8,2,0,100.0,8,13,10,5.0,6.5,1.63
Grant Norberg,131805,TE,S JOSE ST,4,4.5,0,50.0,,0,0,0,0.0,0,0,285,0,66.7,61.0,59.4,69.3,55.5,38.5,5,0,4,23.1,3,13,0,1,76.9,10,61.5,8,56.3,2,0,0.0,0,4,0,0.0,4.0,0.4
Kade Eldridge,176636,TE,WASHINGTON,6,9.0,0,50.0,,0,0,0,0.0,0,1,340,0,66.7,64.3,73.4,67.7,53.1,66.7,10,0,6,20.0,3,15,0,1,80.0,12,6.7,1,56.3,2,0,0.0,0,6,6,6.0,6.0,0.5
Rusty VanWetzinga IV,170177,TE,C MICHIGAN,11,0.5,0,0.0,,0,0,0,,0,0,134,0,,61.9,41.1,76.2,47.0,63.6,21,0,0,48.5,16,33,0,0,39.4,13,3.0,1,39.6,2,0,3.0,1,0,0,,,0.0
Kourdey Glass,204246,HB,OREGON ST,2,-2.5,1,100.0,,0,0,0,0.0,0,0,265,0,70.7,66.9,68.7,70.0,79.8,0.0,0,0,7,25.0,1,4,0,2,75.0,3,0.0,0,87.5,2,0,0.0,0,10,15,7.5,5.0,3.33
Keenan Arcega-Whiteside,204273,WR,RICE,3,8.5,0,50.0,,0,0,0,0.0,0,1,275,0,66.7,61.0,61.7,,59.1,0.0,0,1,8,0.0,0,20,0,1,95.0,19,5.0,1,20.8,2,0,95.0,19,8,4,4.0,8.0,0.42
Ryan Browne,174949,QB,PURDUE,12,-4.5,0,100.0,,0,0,0,0.0,0,1,273,5,66.7,58.8,69.1,,90.9,0.0,0,0,14,0.0,0,421,1,2,0.7,3,0.0,0,129.2,2,1,0.0,0,11,20,10.0,5.5,3.67
Jaden Reddell,184572,TE,GEORGIA,11,3.5,0,50.0,,0,0,0,50.0,1,0,173,0,24.5,61.0,57.0,66.7,46.8,51.8,29,0,9,28.6,16,56,0,1,69.6,39,44.6,25,62.5,2,0,3.6,2,9,7,7.0,9.0,0.23
James Simon,199289,HB,TEXAS,2,-6.0,0,100.0,,0,0,0,0.0,0,0,311,0,73.1,78.7,68.0,73.5,65.5,0.0,0,0,8,14.3,2,14,0,2,71.4,10,0.0,0,79.2,2,0,0.0,0,2,14,7.0,1.0,0.2
Traville Frederick Jr.,190808,TE,HOUSTON,8,1.0,0,100.0,,0,0,0,0.0,0,1,182,0,73.1,64.1,72.2,74.7,64.7,38.5,10,0,2,38.5,10,26,1,2,42.3,11,19.2,5,118.8,2,1,19.2,5,3,1,0.5,1.5,0.27
AJ Hairston Jr.,184157,QB,UMASS,10,-4.0,0,100.0,,0,0,0,0.0,0,0,216,2,66.7,50.8,56.3,,57.4,0.0,0,0,5,0.0,0,270,4,2,0.4,1,0.0,0,79.2,2,0,0.0,0,-8,0,0.0,-4.0,-8.0
Gabe Fisher,172610,TE,VANDERBILT,12,-1.0,0,100.0,,0,0,0,0.0,0,1,333,0,70.7,10.8,64.7,59.8,55.9,62.9,22,0,5,54.3,19,35,1,2,45.7,16,14.3,5,79.2,2,0,8.6,3,6,8,4.0,3.0,0.38
Ramier Hardy,204325,WR,TEMPLE,4,7.0,0,50.0,0.0,0,1,0,0.0,0,0,306,0,66.7,61.0,62.7,,62.3,0.0,0,0,9,0.0,0,12,0,1,100.0,12,16.7,2,62.5,2,0,83.3,10,9,0,0.0,9.0,0.75
Quinton Martin Jr.,183609,HB,PENN STATE,1,-5.0,0,50.0,,0,0,0,50.0,1,0,266,0,24.5,77.2,62.4,34.2,37.7,0.0,0,0,-4,22.2,6,27,0,1,77.8,21,7.4,2,56.3,2,0,0.0,0,-4,5,5.0,-4.0,-0.19
Luke Altmyer,146802,QB,ILLINOIS,13,-1.0,0,50.0,,0,0,0,50.0,1,0,187,4,24.9,44.5,78.0,62.2,58.7,0.0,0,0,3,0.2,1,453,2,1,0.7,3,0.0,0,95.8,2,1,0.0,0,3,0,0.0,3.0,1.0
Max Reese,157462,TE,MISS STATE,3,0.5,0,100.0,,0,0,0,0.0,0,0,227,0,70.7,62.9,60.7,38.0,54.0,47.8,11,0,5,21.7,5,23,0,2,78.3,18,52.2,12,79.2,2,0,0.0,0,1,0,0.0,0.5,0.06
Ashton Locklear,157428,WR,NC STATE,2,8.0,0,50.0,,0,0,0,0.0,0,0,248,0,66.7,61.0,49.9,,54.5,0.0,0,0,4,0.0,0,12,1,1,100.0,12,33.3,4,56.3,2,0,66.7,8,4,-1,-1.0,4.0,0.33
Brendon McQueen,191783,WR,MO STATE,4,7.0,0,50.0,,0,0,0,0.0,0,0,230,0,66.7,61.0,50.6,,50.2,0.0,0,0,5,0.0,0,11,0,1,100.0,11,36.4,4,56.3,2,0,63.6,7,5,0,0.0,5.0,0.45
Beau Baker,192023,TE,WASH STATE,12,3.5,0,50.0,0.0,0,1,0,0.0,0,1,341,0,66.7,61.0,56.6,71.5,62.1,90.2,37,0,12,61.0,25,41,0,1,36.6,15,9.8,4,108.3,2,1,0.0,0,12,7,7.0,12.0,0.8
Reggie Branch II,150071,HB,MO STATE,4,5.0,0,50.0,0.0,0,1,0,0.0,0,0,230,0,66.7,69.9,62.0,37.3,61.0,0.0,0,1,5,27.3,3,11,0,1,54.5,6,9.1,1,16.7,2,0,0.0,0,5,3,3.0,5.0,0.83
Cartevious Norton,157582,HB,USF,5,-6.0,4,100.0,,0,0,0,0.0,0,1,327,1,70.7,47.7,74.4,80.1,44.8,0.0,0,0,24,48.6,35,72,0,2,50.0,36,1.4,1,118.8,2,0,5.6,4,27,39,19.5,13.5,0.75
Jackson Wasserstrom,173391,WR,INDIANA,4,8.0,0,100.0,,0,0,0,0.0,0,1,190,0,70.7,62.9,74.0,,67.9,0.0,0,0,17,0.0,0,5,0,2,100.0,5,40.0,2,110.4,2,0,60.0,3,21,5,2.5,10.5,4.2
Ryan Wolfer,188830,TE,S DIEGO ST,12,12.0,0,100.0,,0,0,0,0.0,0,2,284,0,70.7,62.9,55.7,65.2,55.8,50.9,29,0,19,17.5,10,57,0,2,73.7,42,38.6,22,118.8,2,0,7.0,4,37,13,6.5,18.5,0.88
Elijah Porter,188428,HB,N ILLINOIS,6,10.0,0,50.0,,0,0,0,0.0,0,1,254,0,66.7,75.3,72.2,82.7,65.1,7.7,2,0,67,26.9,7,26,0,1,65.4,17,3.8,1,135.4,2,1,0.0,0,67,50,50.0,67.0,3.94
Hudson Cedarland,157347,TE,WASH STATE,8,6.5,0,100.0,,0,0,0,0.0,0,1,341,0,70.7,62.9,64.5,63.9,65.8,82.6,19,0,4,56.5,13,23,0,2,43.5,10,13.0,3,118.8,2,1,4.3,1,5,0,0.0,2.5,0.5
Chauncey Magwood,146734,WR,PURDUE,2,5.5,0,100.0,,0,0,0,0.0,0,1,273,0,70.7,62.9,58.9,,58.8,0.0,0,0,15,0.0,0,22,0,2,100.0,22,36.4,8,102.1,2,0,63.6,14,17,6,3.0,8.5,0.77
Jason Fowler,188414,TE,N ILLINOIS,5,2.5,0,100.0,,0,0,0,0.0,0,2,254,0,70.7,62.9,73.0,70.2,83.0,76.9,10,0,7,38.5,5,13,0,2,53.8,7,23.1,3,95.8,2,0,0.0,0,14,9,4.5,7.0,2.0
Tayven Jackson,157615,QB,UCF,11,4.5,0,50.0,,0,0,0,0.0,0,1,323,4,66.7,49.2,59.4,,68.1,0.0,0,1,4,0.0,0,360,6,1,0.6,2,0.0,0,56.3,2,1,0.0,0,4,3,3.0,4.0,2.0
Devon Akers,188408,WR,N ILLINOIS,3,6.5,0,50.0,50.0,1,2,0,0.0,0,1,254,0,66.7,61.0,76.9,,78.1,0.0,0,0,7,0.0,0,4,0,1,100.0,4,25.0,1,97.9,2,1,75.0,3,7,0,0.0,7.0,1.75
Jack Layne,158966,QB,NEW MEXICO,13,-7.5,0,50.0,,0,0,0,0.0,0,0,241,3,,60.1,73.1,,31.2,0.0,0,0,2,0.0,0,444,2,1,1.1,5,0.2,1,56.3,2,0,0.0,0,2,10,10.0,2.0,0.4
Kiael Kelly,145634,QB,BALL ST,12,10.0,1,50.0,,0,0,0,0.0,0,1,117,10,66.7,27.7,58.6,,90.5,0.0,0,0,19,0.0,0,397,3,1,1.0,4,0.0,0,122.9,2,1,0.0,0,19,7,7.0,19.0,4.75
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,3,13.0,0,50.0,,0,0,0,0.0,0,0,144,1,66.7,52.8,51.7,,56.2,0.0,0,0,9,0.0,0,101,0,1,2.0,2,0.0,0,62.5,2,0,0.0,0,9,2,2.0,9.0,4.5
Anthony League,207842,HB,CAL,4,0.0,0,100.0,,0,0,0,0.0,0,0,130,0,70.7,73.6,68.9,76.4,59.7,0.0,0,0,7,30.0,3,10,0,2,70.0,7,10.0,1,89.6,2,0,30.0,3,11,11,5.5,5.5,1.57
Willy Suarez,190577,WR,FLORIDA ST,4,1.0,0,50.0,,0,0,0,0.0,0,0,167,0,66.7,61.0,55.7,,54.4,0.0,0,0,5,0.0,0,13,0,1,92.3,12,53.8,7,56.3,2,0,46.2,6,5,1,1.0,5.0,0.42
Destyn Hill,170339,WR,LSU,7,2.0,0,100.0,,0,0,0,0.0,0,1,211,0,70.7,62.9,54.4,,55.6,0.0,0,0,12,0.0,0,33,0,2,93.9,31,18.2,6,112.5,2,0,81.8,27,22,18,9.0,11.0,0.71
Tate Hoover,204720,TE,BALL ST,12,1.0,1,50.0,,0,0,0,0.0,0,0,117,0,66.7,61.0,65.0,66.6,51.2,72.4,76,0,9,62.9,66,105,1,1,37.1,39,15.2,16,62.5,2,0,0.0,0,9,6,6.0,9.0,0.23
Zane Flores,174288,QB,OKLA STATE,9,-8.0,2,100.0,,0,0,0,0.0,0,0,262,3,70.7,53.5,58.0,89.8,65.3,0.0,0,0,4,1.2,4,323,0,2,2.2,7,0.0,0,79.2,2,0,0.3,1,-3,13,6.5,-1.5,-0.43
Bryce Duke,157656,HB,UTAH,5,2.0,0,100.0,,0,0,0,0.0,0,1,328,0,70.7,75.5,71.2,17.0,67.4,0.0,0,0,4,36.4,4,11,0,2,63.6,7,0.0,0,118.8,2,1,18.2,2,6,3,1.5,3.0,0.86
Tracy Stephens,176385,TE,MARSHALL,6,7.0,0,100.0,100.0,1,1,0,0.0,0,2,214,0,70.7,62.9,71.2,75.9,89.4,100.0,16,0,14,62.5,10,16,1,2,18.8,3,0.0,0,143.8,2,1,0.0,0,18,4,2.0,9.0,6.0
Jackson Wade,174267,WR,FLORIDA,2,23.5,1,50.0,0.0,0,1,0,0.0,0,1,163,0,66.7,65.1,61.6,,61.8,0.0,0,0,10,0.0,0,11,0,1,90.9,10,9.1,1,64.6,2,0,90.9,10,10,4,4.0,10.0,1.0
Jared Porter,204843,HB,DELAWARE,3,1.5,2,100.0,,0,0,0,0.0,0,1,151,0,70.7,71.5,68.1,79.2,68.9,0.0,0,0,12,35.7,5,14,0,2,64.3,9,7.1,1,97.9,2,0,0.0,0,15,12,6.0,7.5,1.67
Hayden Hagler,121732,TE,MO STATE,3,5.0,0,100.0,,0,0,0,0.0,0,1,230,0,70.7,62.9,50.4,46.1,61.7,92.3,36,0,15,43.6,17,39,0,2,48.7,19,0.0,0,100.0,2,0,2.6,1,16,6,3.0,8.0,0.84
Aneyas Williams,184108,HB,NOTRE DAME,6,8.0,0,100.0,,0,0,0,0.0,0,2,258,0,70.7,78.1,79.7,79.2,82.0,0.0,0,0,25,42.9,9,21,0,2,57.1,12,0.0,0,118.8,2,0,0.0,0,40,24,12.0,20.0,3.33
Jaedon Wilson,131244,WR,UCLA,3,9.5,0,100.0,,0,0,0,0.0,0,1,324,0,70.7,62.9,65.2,,68.5,0.0,0,0,11,0.0,0,13,0,2,84.6,11,38.5,5,108.3,2,0,61.5,8,20,1,0.5,10.0,1.82
Jahmari Powell-Wonson,188260,WR,MARYLAND,1,2.0,0,100.0,,0,0,0,0.0,0,0,215,1,70.7,9.0,48.6,,50.9,0.0,0,0,9,0.0,0,2,0,2,100.0,2,100.0,2,95.8,2,0,0.0,0,14,10,5.0,7.0,7.0
Josiah McLaurin,188257,HB,MARYLAND,3,8.0,0,50.0,,0,0,0,0.0,0,0,215,0,66.7,75.0,54.0,,54.1,0.0,0,0,10,0.0,0,15,0,1,86.7,13,100.0,15,64.6,2,0,0.0,0,10,0,0.0,10.0,0.77
Caden Creel,170414,QB,JVILLE ST,14,-5.5,0,50.0,,0,0,0,0.0,0,0,196,2,,41.0,66.6,62.2,50.3,0.3,1,0,4,0.3,1,317,5,1,2.2,7,0.9,3,56.3,2,0,0.9,3,4,12,12.0,4.0,0.57
Dakota Taylor,188240,TE,KENT STATE,5,7.5,0,50.0,,0,0,0,0.0,0,0,201,0,66.7,61.0,48.7,68.3,53.2,87.5,14,0,6,12.5,2,16,0,1,81.3,13,12.5,2,56.3,2,0,0.0,0,6,1,1.0,6.0,0.46
Fred Gaskin III,189604,S,USF,1,4.5,0,50.0,,0,0,0,0.0,0,0,327,0,66.7,61.0,47.6,,46.9,0.0,0,1,-1,0.0,0,3,2,1,100.0,3,33.3,1,16.7,2,0,0.0,0,-1,3,3.0,-1.0,-0.33
Tate Nagy,198590,WR,KANSAS,1,7.5,0,100.0,,0,0,0,0.0,0,2,198,0,70.7,85.2,76.8,,75.6,0.0,0,0,12,0.0,0,6,0,2,100.0,6,100.0,6,108.3,2,0,0.0,0,20,5,2.5,10.0,3.33
Semi Taulanga,204411,TE,UTAH,8,-3.5,2,100.0,,0,0,0,0.0,0,1,328,0,70.7,62.9,58.7,44.3,69.6,67.9,19,0,10,82.1,23,28,1,2,17.9,5,10.7,3,79.2,2,0,3.6,1,3,10,5.0,1.5,0.6
Pierce Oppong,130570,TE,N ILLINOIS,12,4.5,0,50.0,,0,0,0,0.0,0,0,254,0,66.7,61.0,45.6,58.3,46.3,96.1,49,0,2,41.2,21,51,1,1,52.9,27,2.0,1,56.3,2,0,2.0,1,2,4,4.0,2.0,0.07
Jemyri Davis,198593,WR,KANSAS ST,4,5.0,0,100.0,,0,0,0,0.0,0,0,199,0,70.7,62.9,51.9,,56.3,0.0,0,0,5,0.0,0,12,1,2,100.0,12,8.3,1,83.3,2,0,91.7,11,8,-2,-1.0,4.0,0.67
Kai Rios,159367,TE,MICH STATE,4,5.5,0,50.0,,0,0,0,50.0,1,1,223,0,24.5,61.0,49.5,46.6,55.6,100.0,9,0,1,66.7,6,9,0,1,33.3,3,0.0,0,95.8,2,1,0.0,0,1,0,0.0,1.0,0.33
Cam Williams,184107,WR,NOTRE DAME,4,17.0,0,50.0,,0,0,0,0.0,0,0,258,0,66.7,61.0,56.3,,54.3,0.0,0,0,6,0.0,0,16,0,1,87.5,14,18.8,3,56.3,2,0,81.3,13,6,0,0.0,6.0,0.43
Bo MacCormack III,207813,HB,BOSTON COL,5,-1.5,1,100.0,,0,0,0,0.0,0,1,121,0,70.7,76.5,61.3,53.3,63.8,0.0,0,0,12,32.4,11,34,0,2,64.7,22,0.0,0,95.8,2,0,0.0,0,14,17,8.5,7.0,0.64
Artis Cole,173511,WR,RICE,3,5.5,0,50.0,,0,0,0,0.0,0,0,275,0,66.7,61.0,50.4,,52.7,0.0,0,0,4,0.0,0,27,1,1,100.0,27,14.8,4,56.3,2,0,85.2,23,4,5,5.0,4.0,0.15
Braylon Harmon,193240,WR,TENNESSEE,1,26.0,0,50.0,100.0,1,1,0,50.0,1,1,307,0,24.9,68.0,72.3,,69.6,0.0,0,0,41,0.0,0,2,0,1,100.0,2,100.0,2,95.8,2,0,0.0,0,41,3,3.0,41.0,20.5
Andrew Bond,205259,WR,N ILLINOIS,2,34.5,0,0.0,,0,0,0,,0,0,254,0,,,56.7,,57.9,0.0,0,0,0,0.0,0,2,0,0,100.0,2,50.0,1,39.6,2,0,50.0,1,0,0,,,0.0
TJ Peyton,204900,HB,GA STATE,4,3.5,0,50.0,,0,0,0,0.0,0,1,175,0,66.7,45.8,54.1,24.8,60.4,0.0,0,0,15,28.6,6,21,0,1,71.4,15,4.8,1,75.0,2,0,9.5,2,15,12,12.0,15.0,1.0
Leo Scheidler,156983,WR,NOTRE DAME,1,5.0,0,100.0,100.0,1,1,0,0.0,0,1,258,0,70.7,62.9,75.4,,73.2,0.0,0,0,6,0.0,0,2,0,2,100.0,2,0.0,0,91.7,2,0,100.0,2,12,2,1.0,6.0,6.0
Cam Ball,157957,TE,MISS STATE,11,3.0,0,100.0,100.0,1,1,0,0.0,0,0,227,0,70.7,62.9,56.5,52.8,56.3,65.0,26,0,9,27.5,11,40,1,2,70.0,28,12.5,5,91.7,2,0,22.5,9,12,6,3.0,6.0,0.43
Jacob Fields,170457,S,LA TECH,2,13.5,0,50.0,,0,0,0,0.0,0,0,208,0,66.7,64.3,56.3,,57.5,0.0,0,0,3,0.0,0,5,3,1,80.0,4,60.0,3,56.3,2,0,40.0,2,3,5,5.0,3.0,0.75
Justin Jones,121492,HB,AUBURN,4,-3.5,1,100.0,,0,0,0,0.0,0,1,115,0,70.7,25.2,62.3,,59.8,0.0,0,0,3,0.0,0,18,0,2,94.4,17,27.8,5,79.2,2,0,5.6,1,6,13,6.5,3.0,0.35
Fred Robertson,189826,HB,LA TECH,4,0.0,0,100.0,,0,0,0,0.0,0,0,208,0,70.7,69.4,57.6,76.2,59.1,0.0,0,0,5,35.3,6,17,0,2,58.8,10,17.6,3,83.3,2,0,0.0,0,8,8,4.0,4.0,0.8
Brandon High Jr.,174095,HB,CAL,4,-1.0,0,50.0,0.0,0,1,0,0.0,0,0,130,0,66.7,37.4,54.0,75.4,53.4,0.0,0,0,5,12.9,4,31,0,1,83.9,26,3.2,1,56.3,2,0,16.1,5,5,8,8.0,5.0,0.19
Evan Poticher,189847,TE,MIDDLE TN,12,4.0,0,50.0,0.0,0,1,0,0.0,0,0,224,0,66.7,61.0,53.0,60.1,47.6,85.9,61,0,5,62.0,44,71,1,1,35.2,25,9.9,7,56.3,2,0,1.4,1,5,2,2.0,5.0,0.2
Jovantae Barnes,158085,HB,OKLAHOMA,4,1.0,0,50.0,,0,0,0,50.0,1,1,261,0,24.9,76.5,63.2,62.9,44.8,2.3,1,0,16,34.9,15,43,0,1,62.8,27,11.6,5,77.1,2,0,2.3,1,16,16,16.0,16.0,0.59
Matt Jeffery,189878,WR,NOTRE DAME,4,14.0,0,50.0,,0,0,0,0.0,0,1,258,0,66.7,63.6,76.8,,78.7,20.0,1,1,37,0.0,0,5,0,1,100.0,5,80.0,4,56.3,2,0,0.0,0,37,9,9.0,37.0,7.4
Jacob Simpson,184730,TE,MINNESOTA,2,6.5,0,0.0,0.0,0,1,0,,0,0,225,0,,,60.5,65.1,53.7,45.5,5,0,0,9.1,1,11,0,0,90.9,10,45.5,5,39.6,2,0,9.1,1,0,0,,,0.0
Antonio Robinson,156789,WR,MO STATE,3,6.0,0,0.0,,0,0,0,100.0,1,0,230,0,16.4,,46.9,,47.0,0.0,0,0,0,0.0,0,11,0,0,100.0,11,0.0,0,39.6,2,0,100.0,11,0,0,,,0.0
Curtis Jones Jr.,189935,ED,W VIRGINIA,2,-4.5,0,50.0,,0,0,0,0.0,0,1,343,0,66.7,74.4,69.1,79.2,67.0,0.0,0,0,3,40.0,6,15,0,1,60.0,9,6.7,1,56.3,2,0,0.0,0,3,8,8.0,3.0,0.33
Adam Hrynciw,186427,WR,AIR FORCE,6,20.0,0,0.0,,0,0,0,,0,0,101,0,,,57.6,61.9,52.9,7.1,1,0,0,7.1,1,14,0,0,85.7,12,14.3,2,39.6,2,0,78.6,11,0,0,,,0.0
Brady Mott,170995,HB,ARMY,3,12.5,0,50.0,,0,0,0,0.0,0,1,114,0,70.7,62.9,72.3,67.9,87.0,44.4,4,0,15,11.1,1,9,0,1,66.7,6,11.1,1,75.0,2,0,22.2,2,15,0,0.0,15.0,2.5
Jarris Williams,147249,HB,TROY,11,22.0,0,0.0,0.0,0,1,0,100.0,1,0,318,0,16.4,76.4,51.8,43.5,42.0,0.0,0,0,0,39.4,28,71,0,0,56.3,40,8.5,6,39.6,2,0,7.0,5,0,0,,,0.0
